id,title,type,status,ProcessingTime,Participation,Consensus
177,Launchpad v3  Open Edition Factory,MsgExecLegacyContent,PASSED,"3 days, 0 hours 0 minutes",0.611870992,0.9999
179,Launchpad v3  SG721,MsgExecLegacyContent,PASSED,"3 days, 0 hours 0 minutes",0.612958417,0.9999
296,Whitelist Ark Protocols Dev Wallet for Uploading InterChain NFT Contracts,MsgAddCodeUploadParamsAddresses,PASSED,"3 days, 0 hours 0 minutes",0.615017016,0.9999
286,Correction Add cosmwasmwasmv1MsgExecuteContract to allowed ICA Messages,MsgExecLegacyContent,PASSED,"3 days, 0 hours 0 minutes",0.61533869,0.9999
200,MantaDAO  Stargaze token swap,MsgExecLegacyContent,PASSED,"3 days, 0 hours 0 minutes",0.616318934,0.733
198,Cron Promote Live Auctions Contract,MsgExecLegacyContent,PASSED,"3 days, 0 hours 0 minutes",0.621469432,0.9999
99,Stargaze Names Name Marketplace Contract v111,MsgExecLegacyContent,PASSED,"3 days, 0 hours 0 minutes",0.621599415,0.9999
292,LimitedTime Token Exchange Between Stargaze and GATA HUB to Boost Decentralization and Liquidity for StarDex,MsgCommunityPoolSpend,PASSED,"3 days, 0 hours 24 minutes",0.621739108,0.9064
275,Whitelist address for Andromeda Protocol Deployment,MsgUpdateParams,PASSED,"3 days, 0 hours 0 minutes",0.62187319,0.9546
325,v17 Upgrade,MsgSoftwareUpgrade,PASSED,"3 days, 0 hours 0 minutes",0.623114925,1.0
232,BugFix OnceUpon to v0142,MsgExecLegacyContent,PASSED,"3 days, 0 hours 0 minutes",0.624800397,0.9999
202,Launchpad v31  SG721,MsgExecLegacyContent,PASSED,"3 days, 0 hours 0 minutes",0.624849993,1.0
194,Upload Generic Multicaller Contract,MsgExecLegacyContent,PASSED,"3 days, 0 hours 6 minutes",0.624971884,0.9999
172,Stargaze v10 upgrade,MsgExecLegacyContent,PASSED,"3 days, 0 hours 0 minutes",0.627395772,0.9443
203,Launchpad v31  SG721 Updatable,MsgExecLegacyContent,PASSED,"3 days, 0 hours 0 minutes",0.6274575,0.9999
183,Marketplace v150 Contract,MsgExecLegacyContent,PASSED,"3 days, 0 hours 0 minutes",0.628600343,0.9999
